_id,No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat.,Lon.,Temperature,Rainfall,Holiday
463,463,2023-01-16,ราชวงศ์,เยาวราช,1177,318.0,68,36,6,130,6948,3095.0,205,106,90,864,2143.0,475,48,30,21,180,15940.0,13.74235927,100.5069483,26.462891083184186,14.091730312780943,0
464,464,2023-01-17,เอส.เอ.บี,วรจักร,1256,313.0,65,0,12,147,6300,2374.0,238,0,118,858,1506.0,544,65,0,11,209,14016.0,13.74563882,100.5056842,30.911293729773607,16.12973605726356,0
465,465,2023-01-17,เอส.เอ.บี,เจริญกรุง,4111,635.0,144,15,13,197,8919,2297.0,586,111,104,663,2720.0,611,162,21,12,181,21502.0,13.74563882,100.5056842,30.81671567930061,17.383483408574968,0
466,466,2023-01-17,สามยอด,มหาไชย,4370,810.0,87,14,23,85,12280,5109.0,321,61,207,636,2401.0,836,87,15,27,154,27523.0,13.74693591,100.5031638,30.374601466220177,24.57998895219739,0
467,467,2023-01-17,สามยอด,เจริญกรุง,2222,419.0,96,27,5,162,4840,1647.0,409,155,40,571,696.0,103,66,50,4,129,11641.0,13.74693591,100.5031638,33.63973187234978,30.07191754741393,0
468,468,2023-01-18,บ้านแขก,ประชาธิปก,8406,2275.0,295,47,37,373,23453,8566.0,837,174,374,1346,5918.0,2015,224,54,33,344,54771.0,13.73086979,100.4946894,34.94681358431987,19.391272022343166,0
469,469,2023-01-18,บ้านแขก,อิสรภาพ,1847,341.0,33,0,15,142,5391,1399.0,146,0,120,572,1656.0,435,49,0,16,138,12300.0,13.73086979,100.4946894,28.431434514783238,44.28125531660857,0
470,470,2023-01-19,ท่าดินแดง,ท่าดินแดง,822,227.0,29,3,14,316,2949,1291.0,133,14,78,624,769.0,391,41,6,19,146,7872.0,13.73229922,100.5022172,29.26719385128012,21.6667514648244,0
471,471,2023-01-19,ท่าดินแดง,สมเด็จเจ้าพระยา,2188,401.0,42,2,8,204,6367,2048.0,160,2,80,714,1519.0,449,56,1,17,146,14404.0,13.73229922,100.5022172,26.631272681312815,11.305042125993541,0
472,472,2023-01-20,คลองสาน,เจริญนคร,1583,313.0,59,0,6,156,4839,1336.0,221,0,49,767,1130.0,297,75,0,8,234,11073.0,13.73006606,100.5086365,28.812541381944868,42.93565321281548,0
473,473,2023-01-20,คลองสาน,สมเด็จเจ้าพระยา,1012,168.0,30,6,9,105,4409,1280.0,116,11,63,311,1213.0,296,37,2,8,70,9146.0,13.73006606,100.5086365,26.424466598114243,17.901964131108855,0
474,474,2023-01-20,คลองสาน,ลาดหญ้า,1186,284.0,26,1,11,111,4070,1105.0,104,0,40,276,705.0,192,34,0,8,68,8221.0,13.73006606,100.5086365,32.98124877094084,7.14394536884066,0
475,475,2023-01-23,หน้าโรงเรียนสุเหร่าแสนแสบ,ประชาร่วมใจ,988,782.0,12,0,29,3,3822,3212.0,35,0,232,37,954.0,591,13,0,17,12,10739.0,13.82516283,100.7518083,27.04730104659579,16.740711420038384,0
476,476,2023-01-23,สุวินทวงศ์ - นิมิตรใหม่,นิมิตรใหม่,3245,1689.0,7,3,241,4,8827,5240.0,33,8,1893,9,2165.0,1240,18,1,405,2,25030.0,13.81994048,100.7421938,29.74877154831673,22.011652216006333,0
477,477,2023-01-23,สุวินทวงศ์ - นิมิตรใหม่,สุวินทวงศ์,4334,1727.0,22,0,284,2,12555,7002.0,105,0,1885,10,4167.0,2056,49,1,212,8,34419.0,13.81994048,100.7421938,30.51049900847181,48.29210416573281,0
478,478,2023-01-24,สะพานพระพุทธยอดฟ้า,สะพานพระพุทธยอดฟ้า,5633,576.0,26,29,3,303,15674,2691.0,101,110,28,1340,2606.0,448,13,17,5,266,29869.0,13.73930947,100.4975938,32.52988344355529,23.838069094738156,0
479,479,2023-01-24,สะพานพระปกเกล้า,สะพานพระปกเกล้า,8310,1816.0,172,22,42,241,20386,5529.0,858,123,314,921,5688.0,1122,281,14,31,262,46132.0,13.73886769,100.4985305,33.45548047360758,11.959431368489499,0
480,480,2023-01-24,สะพานสมเด็จพระเจ้าตากสิน,สะพานสมเด็จพระเจ้าตากสิน,8263,1667.0,44,2,30,16,33644,9904.0,176,9,710,123,9674.0,1938,57,1,46,51,66355.0,13.71925037,100.5118548,33.58864614561645,3.7914409966839866,0
481,481,2023-01-25,สะพานกรุงธน,สะพานกรุงธน,4847,878.0,129,0,23,17,20716,5331.0,691,0,625,34,5791.0,1209,146,0,70,18,40525.0,13.78108585,100.5024328,29.435042367346256,40.69371461562314,0
482,482,2023-01-25,สะพานพระราม 8,สะพานพระราม 8,7934,1654.0,0,0,17,0,25075,9805.0,3,0,235,0,7409.0,1691,1,0,34,0,53858.0,13.76890374,100.4970968,34.673866711750314,9.06190829934856,0
483,483,2023-01-25,สะพานสมเด็จพระปิ่นเกล้า,สะพานสมเด็จพระปิ่นเกล้า,12184,2342.0,273,11,74,167,36612,11613.0,1174,35,930,545,9793.0,2644,294,3,109,89,78892.0,13.76194508,100.4908776,29.37663158661489,29.365611698593337,0
484,484,2023-01-26,สะพานกรุงเทพ,สะพานกรุงเทพ,4720,1090.0,63,5,65,93,15087,5061.0,281,18,473,412,4347.0,1028,82,7,17,84,32933.0,13.70092135,100.4921264,33.43266185077657,21.271802519375427,0
485,485,2023-01-26,สะพานพระราม 3,สะพานพระราม 3,4565,1197.0,49,0,63,1,16723,6822.0,258,0,1452,8,3787.0,1185,96,0,132,2,36340.0,13.70111304,100.4924451,33.04409116652627,9.6759966546921,0
486,486,2023-01-26,สะพานภูมิพล 1,สะพานภูมิพล 1,10386,2740.0,14,0,233,10,25772,12707.0,97,1,3293,33,9530.0,3066,27,1,339,4,68253.0,13.6689716,100.538563,29.358746387347516,13.085630877702092,0
487,487,2023-01-27,อุโมงค์รัชโยธิน,รัชดาภิเษก,9148,1779.0,11,0,73,13,28479,8862.0,34,0,851,34,7691.0,1941,10,0,84,8,59018.0,13.82700011,100.5682599,25.293958516070486,43.49643555340223,0
488,488,2023-01-27,อุโมงค์เกษตร,งามวงศ์วาน-ประเสริฐมนูกิจ,9114,2196.0,32,0,49,9,27720,9938.0,120,0,1369,43,6963.0,2018,43,0,93,0,59707.0,13.83972854,100.5754236,29.351271508770516,18.92349092491229,0
489,489,2023-01-27,อุโมงค์สุทธิสาร,รัชดาภิเษก,10269,1597.0,9,0,24,23,29522,6431.0,55,1,119,51,7248.0,1855,20,1,21,6,57252.0,13.78971584,100.574209,26.277979529608512,8.20761181930722,0
490,490,2023-01-27,สะพานพระราม 7,สะพานพระราม 7,7552,2070.0,79,7,107,5,28705,9317.0,419,28,850,17,8209.0,2160,126,9,142,9,59811.0,13.8143432,100.5140527,29.4357902480614,18.24455780039897,0
491,491,2023-01-30,สามเหลี่ยมดินแดง,ราชปรารภ,3518,643.0,112,6,29,52,13744,3675.0,503,52,175,230,5496.0,847,131,19,31,95,29358.0,13.76282642,100.5427398,34.05263302553219,1.4129769601771758,0
492,492,2023-01-30,สามเหลี่ยมดินแดง,ราชวิถี 2,308,95.0,0,0,0,37,465,116.0,0,0,1,60,87.0,21,0,0,2,19,1211.0,13.76282642,100.5427398,27.271673128299522,22.281697076539004,0
493,493,2023-01-30,สามเหลี่ยมดินแดง,ราชวิถี,1905,448.0,89,10,3,12,6970,2019.0,327,44,73,99,2380.0,525,78,13,18,15,15028.0,13.76282642,100.5427398,28.327004736913885,30.400381259925368,0
494,494,2023-01-30,สามเหลี่ยมดินแดง,ดินแดง,4785,1344.0,173,12,42,49,13728,4314.0,559,60,287,180,3115.0,855,107,9,41,47,29707.0,13.76282642,100.5427398,33.46855994630669,32.76871340083411,0
495,495,2023-01-30,อุโมงค์ดินแดง,ดินแดง,1747,420.0,88,18,26,29,7027,1896.0,349,66,236,126,1500.0,459,68,23,30,29,14137.0,13.76398006,100.5479873,30.86528737168517,44.68916540359166,0
496,496,2023-01-31,วงเวียนหลักสี่,พหลโยธิน,9796,2046.0,216,2,105,8,36717,11959.0,893,2,1562,48,10656.0,2947,239,1,191,12,77400.0,13.87573916,100.5967665,27.845162471106498,49.54561894155139,0
497,497,2023-01-31,วงเวียนหลักสี่,แจ้งวัฒนะ,10046,2005.0,93,15,169,0,31198,7883.0,419,29,767,25,6206.0,1596,83,10,163,1,60708.0,13.87573916,100.5967665,26.475544918465552,41.20058795883367,0
498,498,2023-01-31,วงเวียนหลักสี่,รามอินทรา,4616,1204.0,59,9,32,0,20066,7364.0,297,34,1141,2,4199.0,1247,77,11,110,2,40470.0,13.87573916,100.5967665,29.348740788586777,21.94275068088853,0
499,499,2023-06-01,ลาดพร้าว,วิภาวดีรังสิต,20501,4655.0,207,16,190,24,74646,23226.0,760,73,2437,113,18213.0,5016,184,17,223,30,150531.0,13.812796,100.559813,28.748137068773588,40.05290692664871,0
500,500,2023-06-01,ลาดพร้าว,พหลโยธิน,11014,1585.0,398,56,66,51,35548,6874.0,1849,139,501,276,8968.0,1741,372,27,29,51,69545.0,13.812796,100.559813,25.448256546793008,38.78641183023858,0
501,501,2023-06-06,ทองหล่อ,สุขุมวิท,3802,978.0,113,6,26,30,14421,4656.0,494,21,162,143,3776.0,1051,117,5,28,29,29858.0,13.723635,100.579396,32.07172779617435,1.1789116720558712,0
502,502,2023-06-06,ทองหล่อ,สุขุมวิท 55,1408,458.0,12,0,14,10,5122,1960.0,70,0,99,68,992.0,389,11,0,13,23,10649.0,13.723635,100.579396,34.634571080237,2.000678636261255,0
503,503,2023-06-06,เพชรบุรี - ทองหล่อ,ทองหล่อ,2101,442.0,1,0,13,3,7115,1945.0,6,4,114,23,1852.0,511,0,0,9,2,14141.0,13.744439,100.586154,29.788678383301782,5.114522047477388,0
504,504,2023-06-06,เพชรบุรี - ทองหล่อ,เพชรบุรี,6101,1218.0,148,4,114,26,23002,6471.0,591,3,867,120,5689.0,1314,148,0,137,21,45974.0,13.744439,100.586154,29.27000883540188,41.231828204038266,0
505,505,2023-06-07,ลาดปลาเค้า,ลาดปลาเค้า,1116,240.0,5,0,15,1,4398,1004.0,17,0,37,6,1060.0,260,2,0,11,2,8174.0,13.864423,100.614598,34.92173086457057,48.5922368383694,0
506,506,2023-06-07,ลาดปลาเค้า,รามอินทรา,7489,2680.0,138,6,76,14,28902,12038.0,610,23,2157,66,8105.0,2812,114,6,127,6,65369.0,13.864423,100.614598,29.959974270925123,12.841656415506813,0
507,507,2023-06-08,อโศกมนตรี,รัชดาภิเษก,2792,683.0,24,0,21,17,8274,3133.0,86,4,152,97,1345.0,422,22,0,9,25,17106.0,13.736421,100.561298,26.633761629428356,37.556895199242916,0
508,508,2023-06-08,อโศกมนตรี,อโศกมนตรี,2459,515.0,21,0,14,10,7078,2287.0,105,0,85,48,1816.0,462,23,0,14,8,14945.0,13.736421,100.561298,25.881325322340704,29.809103030656324,0
509,509,2023-06-08,อโศกมนตรี,สุขุมวิท,4730,1161.0,98,3,60,97,16465,4677.0,365,15,340,436,3932.0,1003,102,5,14,90,33593.0,13.736421,100.561298,26.254411339619047,48.52081047078162,0
510,510,2023-06-09,อ่อนนุช,สุขุมวิท,5930,1798.0,229,23,113,35,22493,9092.0,889,143,1007,147,5357.0,1768,169,11,109,24,49337.0,13.708887,100.599424,27.37562812960285,39.16882368464916,0
511,511,2023-06-09,อ่อนนุช,สุขุมวิท 48/3,6,4.0,0,0,0,0,36,19.0,0,0,0,0,5.0,3,0,0,0,0,73.0,13.708887,100.599424,27.432326649489266,16.06381819649369,0
512,512,2023-06-09,อ่อนนุช,สุขุมวิท 77,2325,508.0,16,3,35,35,7547,2014.0,72,4,114,207,1878.0,600,18,2,6,66,15450.0,13.708887,100.599424,34.41917753131776,5.462616258220931,0
513,513,2023-06-12,ด่วนนางลิ้นจี่,นางลิ้นจี่,3154,895.0,15,1,50,11,10214,3581.0,45,2,188,56,2925.0,779,9,0,31,7,21963.0,13.704812,100.544577,29.855457724049046,20.176658058953844,0
514,514,2023-06-12,ด่วนนางลิ้นจี่,รัชดาภิเษก,3136,497.0,29,0,20,50,7909,2554.0,91,0,172,158,1762.0,526,19,0,30,7,16960.0,13.704812,100.544577,25.785999672703454,25.95032190104225,0
515,515,2023-06-13,ปากซอยจรัญสนิทวงศ์ 1,จรัญสนิทวงศ์,2135,483.0,70,1,12,156,7929,2206.0,337,8,55,555,2569.0,655,68,3,19,162,17423.0,13.731786,100.472838,27.013319340370295,3.8647102233689834,0
516,516,2023-06-13,ปากซอยจรัญสนิทวงศ์ 1,จรัญสนิทวงศ์ 1,45,25.0,0,0,0,1,117,74.0,0,0,1,3,21.0,8,0,0,0,1,296.0,13.731786,100.472838,28.288752858600418,49.27349576806039,0
517,517,2023-06-13,ปากซอยเพชรเกษม 16,เพชรเกษม 16,76,25.0,0,0,0,0,308,103.0,0,0,0,6,44.0,23,0,0,0,1,586.0,13.727944,100.470959,34.9304693617547,37.73117705733879,0
518,518,2023-06-13,ปากซอยเพชรเกษม 16,เพชรเกษม,5621,1201.0,178,0,56,80,17474,6168.0,831,0,483,288,4410.0,1372,259,0,89,42,38552.0,13.727944,100.470959,33.166125457831576,2.1614956628443425,0
519,519,2023-06-14,สุขุมวิท 39,สุขุมวิท 39,396,110.0,0,0,3,16,1357,598.0,0,7,38,154,388.0,159,0,0,15,25,3266.0,13.729995,100.570408,29.893798619417886,19.24313498991152,0
520,520,2023-06-14,สุขุมวิท 39,สุขุมวิท,2308,703.0,106,4,24,55,13826,5360.0,443,18,227,396,2617.0,649,109,5,70,68,26988.0,13.729995,100.570408,31.24397216777541,0.987979705920905,0
521,521,2023-06-14,สายน้ำผึ้ง,ซอยสุขุมวิท 22,587,158.0,0,0,9,11,1662,589.0,3,0,16,61,277.0,140,1,0,0,5,3519.0,13.733626,100.565217,26.429262585472497,39.06263663705095,0
522,522,2023-06-14,สายน้ำผึ้ง,สุขุมวิท,3944,835.0,119,6,29,34,14449,4306.0,487,12,134,173,2431.0,802,76,6,16,48,27907.0,13.733626,100.565217,31.02174359125944,3.9856298672362067,0
523,523,2023-06-15,หน้าวัดลครทำ,อิสรภาพ,2082,532.0,66,0,4,276,7393,2349.0,218,0,90,1057,1711.0,516,43,0,9,250,16596.0,13.753037,100.478124,31.00160642199228,38.65991698723463,0
524,524,2023-06-15,อิสรภาพ - อิสรภาพ 44 - วัดดงมูลเหล็ก,อิสรภาพ,2647,609.0,39,0,15,231,7335,2388.0,163,0,90,821,1865.0,619,43,0,17,208,17090.0,13.752222,100.478105,26.31283201910185,36.103322644419165,0
525,525,2023-06-15,อิสรภาพ - อิสรภาพ 44 - วัดดงมูลเหล็ก,อิสรภาพ 44,323,76.0,2,0,5,32,1353,450.0,5,0,35,47,413.0,184,0,0,4,6,2935.0,13.752222,100.478105,34.42453123386492,44.93860866437839,0
526,526,2023-06-16,หน้าศูนย์ราชการกระทรวงมหาดไทย,เจริญนคร,3751,878.0,42,1,39,205,14403,4585.0,208,1,188,715,3889.0,1227,62,0,16,128,30338.0,13.715087,100.505424,30.618895112745967,15.041742751589016,0
527,527,2023-06-16,เจริญนครใต้,เจริญนคร,4303,825.0,56,1,61,153,18021,4521.0,333,0,237,522,4601.0,1354,87,0,32,155,35262.0,13.718802,100.508144,31.41087977126962,7.893045417070449,0
528,528,2023-06-16,เจริญนครใต้,กรุงธนบุรี,943,257.0,4,0,7,13,5158,1565.0,18,0,70,84,1518.0,597,11,0,11,19,10275.0,13.718802,100.508144,32.11679485609613,2.6783228163139547,0
529,529,2023-06-19,สะแกงาม,บางขุนเทียน,5680,2825.0,18,0,210,64,15237,12793.0,128,3,2064,147,4812.0,2866,39,0,212,62,47160.0,13.629716,100.434197,30.62978729962176,25.99819178897651,0
530,530,2023-06-19,สะแกงาม,สะแกงาม,680,346.0,6,1,78,5,1791,1361.0,51,2,300,31,617.0,457,15,0,87,8,5836.0,13.629716,100.434197,28.56105038575222,42.840864020247,0
531,531,2023-06-20,ตรอกจันทร์,เจริญกรุง,1504,515.0,84,40,37,34,7281,2468.0,341,189,132,258,1818.0,568,77,34,16,62,15458.0,13.710085,100.511312,31.370543254166396,28.166321105451914,0
532,532,2023-06-20,ตรอกจันทร์,ทางเข้าคอนโดฯ,1144,147.0,0,0,0,2,781,431.0,0,0,0,10,134.0,103,0,0,0,0,2752.0,13.710085,100.511312,27.576416083889256,39.63086533802407,0
533,533,2023-06-20,ตรอกจันทร์,จันทน์,868,340.0,14,0,20,14,2638,1378.0,67,0,86,64,792.0,288,11,0,22,11,6613.0,13.710085,100.511312,25.24401741378665,3.4820462964348042,0
534,534,2023-06-21,ผ่านฟ้าลีลาศ,บริพัตร,10,4.0,0,0,0,4,116,81.0,0,0,1,28,94.0,59,0,0,0,12,409.0,13.756462,100.506058,34.39276724549216,10.02558467570463,0
535,535,2023-06-21,ผ่านฟ้าลีลาศ,ราชดำเนินกลาง,5135,888.0,106,0,15,73,14446,4301.0,503,0,139,450,2768.0,642,119,0,25,103,29713.0,13.756462,100.506058,33.41127923029568,34.990398152052734,0
536,536,2023-06-21,ผ่านฟ้าลีลาศ,ปรินายก,62,8.0,0,0,0,4,74,23.0,0,0,1,7,16.0,12,0,0,0,1,208.0,13.756462,100.506058,26.136964946073064,36.26046342784023,0
537,537,2023-06-21,ผ่านฟ้าลีลาศ,ราชดำเนินนอก,546,133.0,26,0,13,27,2275,671.0,103,0,50,117,588.0,163,22,0,4,21,4759.0,13.756462,100.506058,32.42557652071273,48.31767966208907,0
538,538,2023-06-21,ผ่านฟ้าลีลาศ,นครสวรรค์,46,8.0,1,0,0,2,272,85.0,5,0,4,30,148.0,43,2,0,0,8,654.0,13.756462,100.506058,32.71484871305135,9.321438129354398,0
539,539,2023-06-21,ผ่านฟ้าลีลาศ,หลานหลวง,1817,339.0,113,1,7,56,6886,1990.0,412,2,108,326,1573.0,402,67,2,9,69,14179.0,13.756462,100.506058,33.501247470281825,14.230225388568634,0
540,540,2023-06-22,ลำหิน,เลียบวารี,662,435.0,0,0,11,1,1750,1578.0,3,0,102,8,870.0,504,2,0,12,0,5938.0,13.854418,100.80738,34.859782575990344,22.914399863498545,0
541,541,2023-06-22,ลำหิน,คู้คลองสิบ,544,395.0,0,0,14,0,1264,1004.0,0,0,47,1,321.0,264,2,0,12,0,3868.0,13.854418,100.80738,27.935765195997796,36.05398002531557,0
542,542,2023-06-22,ลำหิน,มิตรไมตรี,1353,814.0,17,0,35,2,3311,2484.0,55,0,228,9,1065.0,761,31,0,46,1,10212.0,13.854418,100.80738,29.573771495419695,11.341256552640733,0
543,543,2023-06-23,มิตรไมตรี - มิตรไมตรี 12/2,มิตรไมตรี 12/2,48,73.0,0,0,5,2,199,171.0,0,0,27,8,71.0,35,0,0,2,2,643.0,13.855643,100.820647,27.732286417089313,11.711903007877545,0
544,544,2023-06-23,มิตรไมตรี - มิตรไมตรี 12/2,มิตรไมตรี,778,638.0,19,4,26,10,2403,1815.0,70,15,84,41,942.0,756,21,5,21,5,7653.0,13.855643,100.820647,31.388589158598293,16.481889267534388,0
545,545,2023-06-23,มิตรไมตรี -มิตรไมตรี 3 -มิตรไมตรี 4,มิตรไมตรี 3,374,288.0,1,1,12,3,1089,1202.0,2,0,32,5,473.0,483,0,1,16,0,3982.0,13.859488,100.854111,28.888666110788463,40.47611314432283,0
546,546,2023-06-23,มิตรไมตรี -มิตรไมตรี 3 -มิตรไมตรี 4,มิตรไมตรี 4,162,100.0,0,0,2,0,300,185.0,0,0,17,0,149.0,63,0,0,3,0,981.0,13.859488,100.854111,25.47348990463331,1.4929730928794238,0
547,547,2023-06-23,มิตรไมตรี -มิตรไมตรี 3 -มิตรไมตรี 4,มิตรไมตรี,749,499.0,50,0,31,2,2970,2377.0,74,0,164,11,964.0,573,26,0,28,1,8519.0,13.859488,100.854111,30.554575751235134,40.070238482857505,0
548,548,2023-06-26,ศรีอยุธยา,พระรามที่ 6,7033,1494.0,136,1,30,77,22523,5311.0,337,9,219,322,5438.0,1249,75,0,29,78,44361.0,13.761811,100.525741,26.591072515117297,27.77870608265685,0
549,549,2023-06-26,ศรีอยุธยา,ศรีอยุธยา,5929,1083.0,55,5,15,38,19052,6627.0,192,14,217,288,4593.0,1244,37,2,34,50,39475.0,13.761811,100.525741,31.244916871106703,7.615822437048586,0
550,550,2023-06-27,อ่อนนุช - กิ่งแก้ว,กิ่งแก้ว,2478,851.0,66,0,34,0,9334,3554.0,141,0,448,0,3122.0,876,76,0,84,1,21065.0,13.722485,100.740022,32.33501490494178,24.143470796086515,0
551,551,2023-06-27,อ่อนนุช - กิ่งแก้ว,อ่อนนุช,4625,2003.0,116,6,97,10,14185,8116.0,409,22,688,28,3715.0,2177,99,9,95,2,36402.0,13.722485,100.740022,28.90807906287951,26.89195820984941,0
552,552,2023-06-28,ราชดำริ,ราชดำริ,3112,841.0,64,42,16,68,11711,3484.0,329,158,103,420,2503.0,552,67,28,13,143,23654.0,13.734444,100.538547,27.845727835937872,39.49924660914759,0
553,553,2023-06-28,ราชดำริ,สารสิน,2133,603.0,17,0,9,19,4619,1517.0,49,0,72,176,585.0,247,17,0,3,11,10077.0,13.734444,100.538547,31.58403246451813,13.768390369654032,0
554,554,2023-06-29,บุคคโล,เจริญนคร,4684,1211.0,54,1,39,52,18223,6952.0,238,4,873,284,4490.0,1191,65,0,69,83,38513.0,13.70304,100.488449,26.54663809941819,44.16027639357913,0
555,555,2023-06-29,บุคคโล,มไหสวรรย์,3295,826.0,85,1,49,66,12331,4415.0,237,3,550,338,3881.0,1400,77,0,54,88,27696.0,13.70304,100.488449,28.48494673602537,26.819124125536735,0
556,556,2023-06-30,อนุสาวรีย์ชัยสมรภูมิ,พญาไท,5357,1018.0,198,33,26,51,15101,3806.0,849,101,127,306,4090.0,967,202,35,7,69,32343.0,13.764911,100.538277,27.647217299942536,45.77927150652859,0
557,557,2023-06-30,อนุสาวรีย์ชัยสมรภูมิ,พหลโยธิน,5370,793.0,327,53,21,48,20339,4168.0,1495,187,113,133,4512.0,1194,357,37,29,41,39217.0,13.764911,100.538277,26.09348123668493,34.01012535185962,0
558,558,2023-06-30,อนุสาวรีย์ชัยสมรภูมิ,ราชวิถี,10038,2574.0,504,119,66,75,39919,11931.0,1973,380,440,411,9699.0,2442,517,83,42,117,81330.0,13.764911,100.538277,33.6592642205187,3.7740338614001168,0
559,559,2023-07-03,วังหิน,สุขาภิบาล 1,1341,298.0,0,0,6,31,4334,1586.0,1,0,62,145,912.0,342,0,0,8,22,9088.0,13.735739,100.521583,28.094020241022257,49.21436220795503,0
560,560,2023-07-03,วังหิน,ลาดปลาเค้า,790,206.0,1,0,13,142,3239,1100.0,3,0,105,253,925.0,286,1,0,7,125,7196.0,13.735739,100.521583,25.542684833237438,28.158428336972936,0
561,561,2023-07-03,วังหิน,เสนานิคม,1595,334.0,1,0,7,193,5635,1558.0,1,0,59,537,1406.0,353,1,0,7,167,11854.0,13.735739,100.521583,34.62072985534699,17.961630778500613,0
562,562,2023-07-04,วิทยุ - เพชร,วิทยุ - ทางขึ้นลงทางด่วน,4503,835.0,116,1,38,10,12963,2956.0,412,3,146,158,2997.0,775,52,0,34,58,26057.0,13.749672,100.548644,25.94675775563322,13.496407730619142,0
563,563,2023-07-04,วิทยุ - เพชร,เพชรบุรี 37-ทางลงทางด่วน,815,189.0,3,0,0,1,1409,651.0,0,0,7,6,264.0,88,0,0,1,2,3436.0,13.749672,100.548644,34.35711622313358,2.765763668617549,0
564,564,2023-07-04,วิทยุ - เพชร,เพชรบุรี,4267,1118.0,184,0,21,32,17728,5898.0,791,6,119,366,3848.0,1149,204,0,10,180,35921.0,13.749672,100.548644,30.281689353651966,20.55646306266883,0
565,565,2023-07-05,วิสุทธิกษัตริย์,ประชาธิปไตย,1428,273.0,68,33,19,73,4797,1243.0,289,125,104,395,1458.0,293,73,37,6,84,10798.0,13.762412,100.504296,28.263932199852626,41.82309350769484,0
566,566,2023-07-05,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,5418,1535.0,9,0,14,34,16879,6014.0,64,1,116,293,3565.0,1090,15,0,18,54,35119.0,13.762412,100.504296,34.303026116213445,27.303030187714445,0
567,567,2023-07-06,อรุณอัมรินทร์,อรุณอัมรินทร์,6278,1650.0,106,2,39,63,23521,5760.0,411,1,216,218,6672.0,1195,84,0,30,49,46295.0,13.768718,100.485764,33.33550142275104,46.91741855440668,0
568,568,2023-07-06,อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า,17087,3794.0,358,11,166,153,48491,12761.0,1428,17,1151,522,15996.0,3178,249,1,129,132,105624.0,13.768718,100.485764,33.13912697573076,17.34094283749346,0
569,569,2023-07-10,พญาไท,พญาไท,5144,970.0,121,20,42,51,20268,4376.0,613,72,222,273,4947.0,786,155,19,19,56,38154.0,13.735739,100.521583,32.24057593913916,46.08825161812126,0
570,570,2023-07-10,พญาไท,ศรีอยุธยา,7118,1679.0,40,8,40,69,25231,9556.0,241,36,244,270,5651.0,1680,40,13,31,71,52018.0,13.735739,100.521583,33.38216151750778,12.998425640412686,0
571,571,2023-07-11,ทุ่งสาธิต,สุขุมวิท,5823,1745.0,275,11,155,27,21096,7658.0,915,42,1292,127,7210.0,1597,176,20,182,14,48365.0,13.684346,100.610517,27.002905686556524,9.489117850164696,0
572,572,2023-07-11,ทุ่งสาธิต,สุขุมวิท 101/1,1009,187.0,0,0,3,11,3179,919.0,0,0,67,26,765.0,246,0,0,4,6,6422.0,13.684346,100.610517,31.83627521455723,43.02655944097308,0
573,573,2023-07-12,เจ้าคุณทหาร - ฉลองกรุง,ฉลองกรุง,4505,2672.0,135,3,294,0,11041,8232.0,323,12,2443,5,3939.0,1806,95,2,291,6,35804.0,13.735739,100.521583,28.7362424135589,18.64521031760866,0
574,574,2023-07-12,เจ้าคุณทหาร - ฉลองกรุง,เจ้าคุณทหาร,2687,1089.0,36,0,235,0,5765,4927.0,89,3,1733,7,1596.0,1073,17,0,199,1,19457.0,13.735739,100.521583,29.945523474989848,21.70971656073433,0
575,575,2023-07-12,ปากซอยฉลองกรุง 61,ฉลองกรุง,2880,1878.0,58,3,316,0,6336,5703.0,122,17,1771,0,1796.0,1488,52,4,319,0,22743.0,13.776255,100.816649,27.613907453707192,2.104093801301765,0
576,576,2023-07-13,ท่าพระ,รัชดาภิเษก,2708,1262.0,62,2,22,13,8812,3690.0,173,0,292,90,2287.0,734,29,0,10,16,20202.0,13.729526,100.474094,32.75991304213105,22.525550258031725,0
577,577,2023-07-13,ท่าพระ,จรัญสนิทวงศ์,2352,577.0,46,0,13,90,7536,2278.0,160,2,86,292,2393.0,702,32,0,31,83,16673.0,13.729526,100.474094,32.019949273633486,23.00309362533351,0
578,578,2023-07-13,ท่าพระ,เพชรเกษม,5059,1144.0,146,0,31,86,16867,5190.0,613,2,340,291,4989.0,1479,168,0,33,65,36503.0,13.729526,100.474094,25.638004927676768,6.099740529157488,0
579,579,2023-07-17,วังแดง,ราชสีมา,1734,326.0,77,37,2,17,6956,2209.0,312,114,50,125,1388.0,299,86,31,7,23,13793.0,13.735739,100.521583,30.055781173287826,46.785634571992205,0
580,580,2023-07-17,วังแดง,พิษณุโลก,1209,229.0,103,0,3,42,4010,977.0,351,1,28,193,1160.0,320,69,0,1,37,8733.0,13.735739,100.521583,33.7163714567717,10.685005823927968,0
581,581,2023-07-17,หน้าธนาคารแห่งประเทศไทย,สามเสน,1553,275.0,81,0,14,104,4084,950.0,392,0,115,305,1082.0,250,80,0,8,89,9382.0,13.768622,100.502766,29.48350408470746,27.154011482423723,0
